.------------------------------------------------------------------------------.
| ------------   USER DEFINITIONS FOR TABLE-A TABLE-B TABLE D   -------------- |
|------------------------------------------------------------------------------|
| MNEMONIC | NUMBER | DESCRIPTION                                              |
| VSNWP    |    0 |           0 |  12 | FLAG TABLE               |-------------|
| MUNCEX   |    0 |           0 |   5 | CODE TABLE               |-------------|
| RCTS     |    0 |           0 |   6 | CODE TABLE               |-------------|
| HGHT     |    0 |       -1000 |  17 | M                        |-------------|
| WDIR     |    0 |           0 |   9 | DEGREES TRUE             |-------------|
| WSPD     |    1 |           0 |  12 | M/SEC                    |-------------|
| UWND     |    1 |       -4096 |  13 | M/SEC                    |-------------|
| VWND     |    1 |       -4096 |  13 | M/SEC                    |-------------|
| UMWV     |    1 |       -4096 |  13 | M/SEC                    |-------------|
| VWMV     |    1 |       -4096 |  13 | M/SEC                    |-------------|
| TCOV     |    3 |       -1000 |  12 | NUMERIC                  |-------------|
| TMDBST   |    1 |           0 |  12 | DEGREES KELVIN           |-------------|
| CCST     |    1 |           0 |  12 | K                        |-------------|
| TMDB     |    2 |           0 |  16 | DEGREES KELVIN           |-------------|
| COPT     |    0 |           0 |   8 | NUMERIC                  |-------------|
| ILWP     |    3 |           0 |  10 | KG/(M**2)                |-------------|
| EMMI     |    1 |           0 |  10 | %                        |-------------|
| TOCC     |    0 |           0 |   7 | %                        |-------------|
| CLAM     |    0 |           0 |   4 | CODE TABLE               |-------------|
| CLTP     |    0 |           0 |   6 | CODE TABLE               |-------------|
| HOCT     |   -1 |         -40 |  11 | M                        |-------------|
| CDTP     |   -1 |           0 |  14 | PA                       |-------------|
| CLDP     |    0 |           0 |   3 | CODE TABLE               |-------------|
| CLDMNT   |    0 |           0 |   7 | %                        |-------------|
| XEEM     |   -1 |           0 |  17 | M                        |-------------|
| YEEM     |   -1 |           0 |  17 | M                        |-------------|
| AXEE     |    2 |      -18000 |  16 | DEGREE                   |-------------|
| SOFTV    |    0 |           0 |  96 | CCITT IA5                |-------------|
| DBID     |    0 |           0 |  14 | NUMERIC                  |-------------|
| CVWD     |    2 |      -10000 |  15 | NUMERIC                  |-------------|
| OECS     |    0 |           0 |   8 | NUMERIC                  |-------------|
| PCCF     |    0 |           0 |   7 | PERCENT                  |-------------|
| MAQC     |    0 |           0 |   4 | CODE TABLE               |-------------|
| NCTH     |    0 |           0 |   7 | PERCENT                  |-------------|
| AMVQ     |    0 |           0 |  24 | FLAG TABLE               |-------------|
| CORN     |    0 |           0 |   3 | CODE TABLE               |-------------|
| SWQM     |    0 |           0 |   4 | CODE TABLE               |-------------|
| BUHD     |    0 |           0 |  48 | CCITT IA5                |-------------|
| BULTIM   |    0 |           0 |  48 | CCITT IA5                |-------------|
| BORG     |    0 |           0 |  32 | CCITT IA5                |-------------|
| BBB      |    0 |           0 |  48 | CCITT IA5                |-------------|
| SEQNUM   |    0 |           0 |  32 | CCITT IA5                |-------------|
| COTH     |    7 |           0 |  28 | M                        |-------------|
| RRSTG    |    0 |           0 |  64 | CCITT IA5                |-------------|
|          |      |             |     |                          |-------------|
`------------------------------------------------------------------------------'
